administrativo-ma.espitia-106-201410;PoweredOn;Microsoft Windows 7 (64-bit);160.42.194;2;4096;104857600;e4;servidor10.virtual.uniandes.edu.co;FAST_DS00;[FAST_DS00] administrativo-ma.espitia-106-201410/administrativo-ma.espitia-106-201410.vmdk
administrativo-mbolivar-hcastro-236-201420;PoweredOn;Microsoft Windows 7 (64-bit);160.42.194;2;4096;104857600;e1c;servidor11.virtual.uniandes.edu.co;VD9:s;[VD9:s] administrativo-mbolivar-hcastro-236-201420/administrativo-mbolivar-hcastro-236-201420.vmdk
Administrativo-n.quintero-85;PoweredOn;Microsoft Windows 7 (64-bit);160.42.133;2;4096;104857600;e4;servidor12.virtual.uniandes.edu.co;FAST_DS19;[FAST_DS19] Administrativo-n.quintero-85/Administrativo-n.quintero-85.vmdk
AdminMati-kd.guerrero143-dcorreal-201410-19;PoweredOn;Ubuntu Linux (64-bit);160.42.134;1;4096;52428800;e4;servidor13.virtual.uniandes.edu.co;SLOW_DS_24;[SLOW_DS_24] AdminMati-kd.guerrero143-dcorreal-201410-19/AdminMati-kd.guerrero143-dcorreal-201410-19.vmdk
Analytics VM-194;PoweredOn;SUSE Linux Enterprise 11 (64-bit);160.42.134;2;9216;12582912;e3a;servidor14.virtual.uniandes.edu.co;SLOW_DS_24;[SLOW_DS_24] Analytics VM/Analytics VM-000002.vmdk
Template-UbuntuDesktop12.04-100GB-4RAM;PoweredOff;;160.42.198.34;4;4096;104857600;e1a;servidor15.virtual.uniandes.edu.co;VD1:storage;[VD1:storage] Template-UbuntuDesktop12.04-100GB-4RAM/Template-UbuntuDesktop12.04-100GB-4RAM.vmdk
Analytics VM-194;PoweredOn;SUSE Linux Enterprise 11 (64-bit);160.42.134;2;9216;12582912;e3a;servidor16.virtual.uniandes.edu.co;SLOW_DS_24;[SLOW_DS_24] Analytics VM/Analytics VM_1-000002.vmdk
Vyatta-Router-segmento236-10.01-236.245;PoweredOff;;160.42.198.35;4;4096;8388608;e1a;servidor17.virtual.uniandes.edu.co;VNX_SLOW_DATASTORE_25;[VNX_SLOW_DATASTORE_25] Vyatta-Router-segmento236-10.01-236.245/Vyatta-Router-segmento236-10.01-236.245.vmdk
Animadores1-jo-casal-201410-1.214-33;PoweredOn;Microsoft Windows Server 2008 R2 (64-bit);160.42.135;2;8192;62914560;e2;servidor18.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] Animadores1-jo-casal-201410-1.214/Animadores1-jo-casal-201410-1.214.vmdk
184_Prueba R2_OscarKiyoshige;Suspended;;160.42.198.37;2;1024;20971520;e1a;servidor19.virtual.uniandes.edu.co;VD9:storage;[VD9:storage] 184_Prueba R2_OscarKiyoshige/184_Prueba R2_OscarKiyoshige.vmdk
188_NuevoMonitoreo_AndresSarmiento;PoweredOff;;160.42.100.62;1;1024;20971520;e1a;servidor20.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] Comit1/.188-NuevoMonitoreo(AndresSarmie/.188-NuevoMonitoreo(AndresSarmie.vmdk
Animadores2-jo-casal-201410-1.219-34;PoweredOn;Microsoft Windows Server 2008 R2 (64-bit);160.42.63;2;8192;62914560;e2;servidor21.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] Animadores2-jo-casal-201410-1.219/Animadores2-jo-casal-201410-1.219.vmdk
boca-score-mar-san1;PoweredOff;;160.42.100.64;1;4096;8388608;e1a;servidor22.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] boca-score-mar-san1/boca-score-mar-san1.vmdk
CSIRTsMonitor-jujimene-ac.ospina1347-236.57-201410;PoweredOff;;160.42.100.65;1;4096;52428800;e1a;servidor23.virtual.uniandes.edu.co;VD13:storage;[VD13:storage] CSIRTsMonitor-jujimene-ac.ospina1347-236.57-201410/CSIRTsMonitor-jujimene-ac.ospina1347-236.57-201410.vmdk
appDecodificacion1-mar-san1-167;PoweredOn;Ubuntu Linux (64-bit);160.42.66;4;4096;52428800;e4;servidor24.virtual.uniandes.edu.co;FAST_DS13;[FAST_DS13] appDecodificacion1-mar-san1-167/appDecodificacion1-mar-san1-167.vmdk
appDecodificacion2-mar-san1-168;PoweredOn;Ubuntu Linux (64-bit);160.42.67;4;4096;52428800;e3a;servidor25.virtual.uniandes.edu.co;FAST_DS02;[FAST_DS02] appDecodificacion2-mar-san1-168/appDecodificacion2-mar-san1-168.vmdk
arcgis-data-246-gbravo-20122;PoweredOn;Microsoft Windows 7 (64-bit);160.42.68;1;4096;157286400;e1a;servidor26.virtual.uniandes.edu.co;VD25:s;[VD25:s] arcgis-data-246-gbravo-20122/arcgis-data-246-gbravo-20122-000001.vmdk
Archinotes1-js.urrego110-dcorreal-1.130-201410-35;PoweredOn;Ubuntu Linux (64-bit);160.42.69;4;8192;524288000;e2;servidor27.virtual.uniandes.edu.co;StoreDS11;[StoreDS11] Archinotes1-js.urrego110-dcorreal-1.130-201410/Archinotes1-js.urrego110-dcorreal-1.130-201410.vmdk
Archinotes2-js.urrego110-dcorreal-1.131-150-201410-36;PoweredOn;Ubuntu Linux (64-bit);160.42.70;3;6144;31457280;e2;servidor28.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] Archinotes2-js.urrego110-dcorreal-1.131-150-201410-36/Archinotes2-js.urrego110-dcorreal-1.131-150-201410-36.vmdk
Archinotes3-js.urrego110-dcorreal-1.132-201410-37;PoweredOn;Ubuntu Linux (64-bit);160.42.71;3;6144;83886080;e2;servidor29.virtual.uniandes.edu.co;StoreDS2;[StoreDS2] Archinotes3-js.urrego110-dcorreal-1.132-201410/Archinotes3-js.urrego110-dcorreal-1.132-201410.vmdk
ARTI4205-01-mar-san1-201420-62;PoweredOn;Microsoft Windows 7 (64-bit);160.42.72;2;8192;62914560;e2;servidor30.virtual.uniandes.edu.co;StoreDS0;[StoreDS0] ARTI4205-01-mar-san1-201420-62/ARTI4205-01-mar-san1-201420-62.vmdk
PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo;PoweredOff;Microsoft Windows Server 2008 R2 (64-bit);160.42.100.73;2;8192;41943040;e1a;servidor31.virtual.uniandes.edu.co;AX4DATASTORE10;[AX4DATASTORE10] PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo/PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo.vmdk
PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo;PoweredOff;Microsoft Windows Server 2008 R2 (64-bit);160.42.100.74;2;8192;41943040;e1a;servidor32.virtual.uniandes.edu.co;AX4DATASTORE10;[AX4DATASTORE10] PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo/PG-MDLA-236.96-ll.forero243-s.jaimes10-jvillalo_1.vmdk
ARTI4205-02-mar-san1-201420-63;PoweredOn;Microsoft Windows 7 (64-bit);160.42.75;2;8192;62914560;e2;servidor33.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] ARTI4205-02-mar-san1-201420-63/ARTI4205-02-mar-san1-201420-63.vmdk
ARTI4205-03-mar-san1-201420-64;PoweredOn;Microsoft Windows 7 (64-bit);160.42.76;2;8192;62914560;e2;servidor34.virtual.uniandes.edu.co;StoreDS11;[StoreDS11] ARTI4205-03-mar-san1-201420-64/ARTI4205-03-mar-san1-201420-64.vmdk
160_UnaCloudProduccion_GermanSotelo;PoweredOff;;160.42.100.77;4;4096;20971520;e1a;servidor35.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] 160_UnaCloudProduccion_GermanSotelo/.160UnaCloudProduccion(German So.vmdk
160_UnaCloudProduccion_GermanSotelo;PoweredOff;;160.42.100.78;4;4096;20971520;e1a;servidor36.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] 160_UnaCloudProduccion_GermanSotelo/UnaCloud_1.vmdk
177_siscreamce_Nathalia;PoweredOff;Red Hat Enterprise Linux 5 (64-bit);160.42.100.79;4;4096;41943040;e1a;servidor37.virtual.uniandes.edu.co;VD13:storage;[VD13:storage] 177_siscreamce_Nathalia/177_siscreamce_Nathalia.vmdk
183_ Prueba_R_DavidMendez;Suspended;;160.42.198.232;1;6144;20971520;e1a;servidor38.virtual.uniandes.edu.co;VD14:storage;[VD14:storage] 183_ Prueba_R_DavidMendez/183_ Prueba_R_DavidMendez-000001.vmdk
224_Hadoop-Tigo2_FabioCastillo;Suspended;;1921688239;1;1024;20971520;e1a;servidor39.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] 224_Hadoop-Tigo2_FabioCastillo/224_Hadoop-Tigo2_FabioCastillo.vmdk
albers(10.0.1.14)da-naran-98.32;PoweredOff;Red Hat Enterprise Linux 5 (64-bit);192.168.56.1;2;1024;10485760;e1a;servidor40.virtual.uniandes.edu.co;AREA-INTERCAMBIO-AX4DATASTORE9;[AREA-INTERCAMBIO-AX4DATASTORE9] albers(10.0.1.14)da-naran/albers(10.0.1.14)da-naran.vmdk
ARTI4205-04-mar-san1-201420-65;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.47;2;8192;62914560;e2;servidor41.virtual.uniandes.edu.co;StoreDS12;[StoreDS12] ARTI4205-04-mar-san1-201420-65/ARTI4205-04-mar-san1-201420-65.vmdk
Archinotes-238.230-js.urrego110-dcorreal;PoweredOff;;192.168.44.1;2;8192;52428800;e1a;servidor42.virtual.uniandes.edu.co;VD26:storage;[VD26:storage] Archinotes-238.230-js.urrego110-dcorreal/Archinotes-238.230-js.urrego110-dcorreal.vmdk
ARTI4205-05-mar-san1-201420-66;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.198;2;8192;62914560;e2;servidor43.virtual.uniandes.edu.co;StoreDS13;[StoreDS13] ARTI4205-05-mar-san1-201420-66/ARTI4205-05-mar-san1-201420-66.vmdk
Boca1-prime-236.17-mar-san1;PoweredOff;;192.168.56.1;2;6144;16777216;e1a;servidor44.virtual.uniandes.edu.co;VD26:storage;[VD26:storage] Boca1-prime-236.17-mar-san1/Boca1-prime-236.226-mar-san1.vmdk
Comit (236.70) (frueda-vm.guana26) Win2008-64Bits-4Gb-250Gb-2P;PoweredOff;;192.168.56.1;2;4096;262144000;e1a;servidor45.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] Comit (236.70) (frueda-vm.guana26) Win2008-64Bits-4Gb-250Gb-2P/Comit (236.70) (frueda-vm.guana2.vmdk
ecos2-236.114-lg.casas766-20121;PoweredOff;;192.168.6.198;2;8192;62914560;e1a;servidor46.virtual.uniandes.edu.co;VD1:storage;[VD1:storage] ecos2-236-114-ja.guevara907-20121/ecos2-236-114-ja.guevara907-20121.vmdk
ECOSM2-template;PoweredOff;;192.168.6.198;2;12288;62914560;e1a;servidor47.virtual.uniandes.edu.co;VD11:storage;[VD11:storage] ECOSM2-template/ECOSM2-template.vmdk
ARTI4205-06-mar-san1-201420-67;PoweredOn;Microsoft Windows 7 (64-bit);192.168.16.1;2;8192;62914560;e2;servidor48.virtual.uniandes.edu.co;StoreDS17;[StoreDS17] ARTI4205-06-mar-san1-201420-67/ARTI4205-06-mar-san1-201420-67.vmdk
ARTI4205-07-mar-san1-201420-68;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.45;2;8192;62914560;e2;servidor49.virtual.uniandes.edu.co;StoreDS3;[StoreDS3] ARTI4205-07-mar-san1-201420-68/ARTI4205-07-mar-san1-201420-68.vmdk
ARTI4205-08-mar-san1-201420-69;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.33;2;8192;62914560;e2;servidor50.virtual.uniandes.edu.co;StoreDS4;[StoreDS4] ARTI4205-08-mar-san1-201420-69/ARTI4205-08-mar-san1-201420-69.vmdk
ARTI4205-09-mar-san1-201420-70;PoweredOn;Microsoft Windows 7 (64-bit);1921686152;2;8192;62914560;e2;servidor51.virtual.uniandes.edu.co;StoreDS5;[StoreDS5] ARTI4205-09-mar-san1-201420-70/ARTI4205-09-mar-san1-201420-70.vmdk
marketplace13-238.141-lg.casas766;PoweredOff;;1921686100;2;4096;52428800;e1a;servidor52.virtual.uniandes.edu.co;VD7:storage;[VD7:storage] marketplace13-238.141-lc.manzur441/marketplace13-238.141-lc.manzur441.vmdk
ARTI4205-10-mar-san1-201420-71;PoweredOn;Microsoft Windows 7 (64-bit);1921686214;2;8192;62914560;e2;servidor53.virtual.uniandes.edu.co;StoreDS6;[StoreDS6] ARTI4205-10-mar-san1-201420-71/ARTI4205-10-mar-san1-201420-71.vmdk
ARTI4205-11-mar-san1-201420-72;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.67;2;8192;62914560;e2;servidor54.virtual.uniandes.edu.co;StoreDS7;[StoreDS7] ARTI4205-11-mar-san1-201420-72/ARTI4205-11-mar-san1-201420-72.vmdk
TemplateAdministrativo-Win7SP1-x64-100GB-4RAM;PoweredOff;;192.168.6.193;2;4096;104857600;e1a;servidor55.virtual.uniandes.edu.co;AREA-INTERCAMBIO-VD15:storage;[AREA-INTERCAMBIO-VD15:storage] TemplateAdministrativo-Win7SP1-x64-40GB-2RAM/TemplateAdministrativo-Win7SP1-x64-40GB-2RAM.vmdk
ARTI4205-12-mar-san1-201420-73;PoweredOn;Microsoft Windows 7 (64-bit);160.42.138;2;8192;62914560;e2;servidor56.virtual.uniandes.edu.co;StoreDS0;[StoreDS0] ARTI4205-12-mar-san1-201420-73/ARTI4205-12-mar-san1-201420-73.vmdk
ARTI4205-13-mar-san1-201420-74;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.60;2;8192;62914560;e2;servidor57.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] ARTI4205-13-mar-san1-201420-74/ARTI4205-13-mar-san1-201420-74.vmdk
ARTI4205-14-mar-san1-201420-75;PoweredOn;Microsoft Windows 7 (64-bit);0.0.0.0;2;8192;62914560;e2;servidor58.virtual.uniandes.edu.co;StoreDS11;[StoreDS11] ARTI4205-14-mar-san1-201420-75/ARTI4205-14-mar-san1-201420-75.vmdk
183_Prueba R_OscarKiyoshige;Suspended;;192.168.8.31;1;6144;20971520;e1a;servidor59.virtual.uniandes.edu.co;VD25:storage;[VD25:storage] 183_Prueba R_OscarKiyoshige/183_Prueba R_OscarKiyoshige-000001.vmdk
245_Hadoop-Tigo_FabioCastillo;Suspended;;192.168.8.31;1;2048;20971520;e1a;servidor1.virtual.uniandes.edu.co;VD7:storage;[VD7:storage] 245_Hadoop-Tigo_FabioCastillo/245_Hadoop-Tigo_FabioCastillo.vmdk
ecos8-236.120-lc.manzur441;PoweredOff;;192.168.8.31;2;12288;41943040;e1a;servidor2.virtual.uniandes.edu.co;VD9:storage;[VD9:storage] ecos8-236.120-lc.manzur441/ecos8-236.120-lc.manzur441.vmdk
ecos8-236.120-lc.manzur441;PoweredOff;;192.168.8.31;2;12288;41943040;e1a;servidor3.virtual.uniandes.edu.co;VD9:storage;[VD9:storage] ecos8-236.120-lc.manzur441/ecos8-236.120-lc.manzur441_1.vmdk
ForosISIS-OSSIM-UNIANDES-jujimene-201410;PoweredOff;Other (32-bit);192.168.8.31;2;3072;20971520;e1a;servidor4.virtual.uniandes.edu.co;VD13:storage;[VD13:storage] ForosISIS-OSSIM-UNIANDES-jujimene-201410/ForosISIS-OSSIM-UNIANDES-jujimene-201410-000001.vmdk
ARTI4205-15-mar-san1-201420-76;PoweredOn;Microsoft Windows 7 (64-bit);160.42.140;2;8192;62914560;e2;servidor5.virtual.uniandes.edu.co;StoreDS12;[StoreDS12] ARTI4205-15-mar-san1-201420-76/ARTI4205-15-mar-san1-201420-76.vmdk
ARTI4205-16-mar-san1-201420-77;PoweredOn;Microsoft Windows 7 (64-bit);160.42.141;2;8192;62914560;e2;servidor6.virtual.uniandes.edu.co;StoreDS13;[StoreDS13] ARTI4205-16-mar-san1-201420-77/ARTI4205-16-mar-san1-201420-77.vmdk
ARTI4205-17-mar-san1-201420-78;PoweredOn;Microsoft Windows 7 (64-bit);160.41.1235;2;8192;62914560;e2;servidor7.virtual.uniandes.edu.co;StoreDS17;[StoreDS17] ARTI4205-17-mar-san1-201420-78/ARTI4205-17-mar-san1-201420-78.vmdk
ARTI4205-18-mar-san1-201420-79;PoweredOn;Microsoft Windows 7 (64-bit);160.41.1235;2;8192;62914560;e2;servidor8.virtual.uniandes.edu.co;StoreDS3;[StoreDS3] ARTI4205-18-mar-san1-201420-79/ARTI4205-18-mar-san1-201420-79.vmdk
ARTI4205-plantilla-mar-san1-201420-232;PoweredOn;Microsoft Windows 7 (64-bit);160.42.143;2;8192;41943040;e2;servidor9.virtual.uniandes.edu.co;StoreDS13;[StoreDS13] ARTI4205-plantilla-mar-san1-201420-232/ARTI4205-plantilla-mar-san1-201420-232.vmdk
Asistente11 (239)-kd.sanchez21-rcasalla;PoweredOn;Microsoft Windows 7 (64-bit);160.42.143;4;8192;125829120;e1c;servidor10.virtual.uniandes.edu.co;VD8:s;[VD8:s] Asistente11 (242)-h.hoyos95/Asistente11 (242)-h.hoyos95.vmdk
Moneo6-Clon-admonsis-28-05-14;PoweredOff;;160.42.198.44;4;6208;83886080;e1a;servidor11.virtual.uniandes.edu.co;VD1:storage;[VD1:storage] Moneo6-Clon-admonsis-28-05-14/Moneo6-Clon-admonsis-28-05-14_3.vmdk
Asistente17-ja.romero940-rcasalla-77-201410;PoweredOn;Microsoft Windows 7 (64-bit);160.42.144;3;6144;83886080;e1c;servidor12.virtual.uniandes.edu.co;VD14:s;[VD14:s] Asistente17-ja.romero940-rcasalla-77-201410/Asistente17-ja.romero940-rcasalla-77-201410.vmdk
Asistente20-pa.restrepo50-vm.toro815-201410;PoweredOn;Microsoft Windows 7 (64-bit);160.47.1235;4;4096;94371840;e4;servidor13.virtual.uniandes.edu.co;FAST_DS20;[FAST_DS20] Asistente20-pa.restrepo50-201410/Asistente20-pa.restrepo50-201410.vmdk
asistente-108-ja.escobar-d.correal-201310;PoweredOn;Microsoft Windows 7 (64-bit);192.168.6.44;2;4096;83886080;e4;servidor14.virtual.uniandes.edu.co;FAST_DS07;[FAST_DS07] asistente-ja.escobar-d.correal-201310/asistente-ja.escobar-d.correal-201310.vmdk
Asistente27-40-mar-san1-m.romero1573-2;PoweredOn;;192.168.6.50;2;4096;104857600;e4;servidor15.virtual.uniandes.edu.co;FAST_DS04;[FAST_DS04] Asistente27-40-mar-san1-m.romero1573-2/Asistente27-40-mar-san1-m.romero1573-2.vmdk
asistente31-59-jc.urango28-mavillam-20122;PoweredOn;Microsoft Windows 7 (64-bit);1921688111;2;4096;52428800;e1a;servidor16.virtual.uniandes.edu.co;VD25:s;[VD25:s] asistente31-59-jc.urango28-mavillam-20122/asistente31-59-jc.urango28-mavillam-20122.vmdk
Asistente34-84-ca.romero1575-hcastro-20131;PoweredOn;Microsoft Windows 7 (64-bit);160.41.1235;2;4096;52428800;e4;servidor17.virtual.uniandes.edu.co;FAST_DS21;[FAST_DS21] Asistente34-84-ca.romero1575-hcastro-20131/Asistente34-84-ca.romero1575-hcastro-20131.vmdk
*_Unacloud2-238.123-hcastro-201220;PoweredOff;;1921688112;2;4096;83886080;e1a;servidor18.virtual.uniandes.edu.co;VD10:storage;[VD10:storage] __Unacloud2-238.123-hcastro-201220/__Unacloud2-238.123-hcastro-201220.vmdk
Archinotes2-238.231-js.urrego110-dcorreal;PoweredOff;;1921688107;2;8192;52428800;e1a;servidor19.virtual.uniandes.edu.co;VD25:storage;[VD25:storage] Archinotes2-238.231-js.urrego110-dcorreal/Archinotes2-238.231-js.urrego110-dcorreal.vmdk
BORRAR__IELE3330-17-157.253.238.71-fjimenez-rcasalla-hcastro-201410;PoweredOff;Microsoft Windows 7 (64-bit);160.42.9.40;2;6144;62914560;e1a;servidor20.virtual.uniandes.edu.co;VD14:storage;[VD14:storage] IELE3330-17-157.253.238.71-fjimenez-rcasalla-hcastro-201410/IELE3330-17-157.253.238.71-fjimenez-rcasalla-hcastro-201410.vmdk
Asistente35-98-di.oliveros10-alvar-go-20131;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.41;2;4096;83886080;e4;servidor21.virtual.uniandes.edu.co;FAST_DS18;[FAST_DS18] Asistente35-98-di.oliveros10-alvar-go-20131/Asistente35-98-di.oliveros10-alvar-go-20131.vmdk
ECOSM1-template;PoweredOff;;160.42.9.42;2;12288;62914560;e1a;servidor22.virtual.uniandes.edu.co;VD12:storage;[VD12:storage] ECOSM1-template/ECOSM1-template.vmdk
ForosISIS-SecurityOnion-jujimene-201410;PoweredOff;;160.42.9.43;2;4096;26214400;e1a;servidor23.virtual.uniandes.edu.co;VD6:storage;[VD6:storage] ForosISIS-SecurityOnion-jujimene-201410/ForosISIS-SecurityOnion-jujimene-201410.vmdk
Asistente35-98-di.oliveros10-alvar-go-20131;PoweredOn;Microsoft Windows 7 (64-bit);160.44.1235;2;4096;83886080;e4;servidor24.virtual.uniandes.edu.co;FAST_DS18;[FAST_DS18] Asistente35-98-di.oliveros10-alvar-go-20131/Asistente35-98-di.oliveros10-alvar-go-20131_1.vmdk
marketplace20-236.231-ja.guevara907-lg.casas766;PoweredOff;;160.42.9.45;2;4096;52428800;e1a;servidor25.virtual.uniandes.edu.co;VD8:storage;[VD8:storage] marketplace20-236.231-ja.guevara907-lc.mazur441/marketplace20-236.231-ja.guevara907-lc.mazur441.vmdk
Moneo5-Clon-admonsis-28-05-14;PoweredOff;;160.42.9.46;2;4096;41943040;e1a;servidor26.virtual.uniandes.edu.co;VD1:storage;[VD1:storage] Moneo5-Clon-admonsis-28-05-14/Moneo5-Clon-admonsis-28-05-14_2.vmdk
Asistente40-s.henao41-ydonoso-43;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.47;2;8192;83886080;e4;servidor27.virtual.uniandes.edu.co;SLOW_DS_28;[SLOW_DS_28] Asistente40-s.henao41-ydonoso-43/Asistente40-s.henao41-ydonoso-43.vmdk
Asistente41-ej.medoza68-hcastro-45;PoweredOn;Ubuntu Linux (64-bit);160.42.9.48;1;4096;52428800;e4;servidor28.virtual.uniandes.edu.co;SLOW_DS_26;[SLOW_DS_26] Asistente41-ej.medoza68-hcastro-45/Asistente41-ej.medoza68-hcastro-45.vmdk
Asistente42-jp.vinchira10-olmarino-33;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.49;2;2048;41943040;e2;servidor29.virtual.uniandes.edu.co;StoreDS12;[StoreDS12] Asistente42-jp.vinchira10-olmarino-33/Asistente42-jp.vinchira10-olmarino-33.vmdk
Asistente-ai.torres10-olmarino-201420-152;PoweredOn;Microsoft Windows 7 (64-bit);192.168.8.15;4;4096;83886080;e2;servidor30.virtual.uniandes.edu.co;FAST_DS20;[FAST_DS20] Asistente-ai.torres10-olmarino-201420-152/Asistente-ai.torres10-olmarino-201420-152.vmdk
asistenteCALIS-rcardoso-je.sanmiguel44-100;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.51;2;3072;33554432;e4;servidor31.virtual.uniandes.edu.co;SLOW_DS_27;[SLOW_DS_27] asistenteCALIS-rcardoso-je.sanmiguel44/asistenteCALIS-rcardoso-je.sanmiguel44.vmdk
Asistente-ma.kuperman576-214;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.52;2;2048;41943040;e4;servidor32.virtual.uniandes.edu.co;FAST_DS11;[FAST_DS11] Asistente-ma.kuperman576-214/Asistente-ma.kuperman576-214.vmdk
Asistente-rcasalla-ed.sandoval1644-67-201410;PoweredOn;Microsoft Windows 7 (64-bit);160.42.9.53;4;8192;41943040;e4;servidor33.virtual.uniandes.edu.co;FAST_DS19;[FAST_DS19] Asistente-rcasalla-ed.sandoval1644/Asistente-rcasalla-ed.sandoval1644.vmdk
marketplace12-238.140-lc.manzur441-server2003-Vieja;PoweredOff;Microsoft Windows Server 2003 (64-bit);160.42.9.54;2;4096;52428800;e1c;servidor34.virtual.uniandes.edu.co;VD26:storage;[VD26:storage] marketplace12-238.140-lc.manzur441-server2003-Vieja/marketplace12-238.140-lc.manzur441-server2003-Vieja.vmdk
backus1-CEL664-10;PoweredOn;;160.42.9.55;1;2048;62914560;e3a;servidor35.virtual.uniandes.edu.co;FAST_DS17;[FAST_DS17] asdf/asdf-000002.vmdk
banquito-da-naran-jo-casal-1.218-38;PoweredOn;Microsoft Windows Server 2008 R2 (64-bit);160.42.1.235;2;8192;41943040;e2;servidor36.virtual.uniandes.edu.co;StoreDS10;[StoreDS10] banquito-da-naran-jo-casal-1.218/banquito-da-naran-jo-casal-1.218.vmdk
BDLA-Desarrollo-Monitor-60-BACKUP20130308;PoweredOn;Microsoft Windows Server 2003 (32-bit);160.42.9.57;2;8192;94371840;e4;servidor37.virtual.uniandes.edu.co;FAST_DS10;[FAST_DS10] BDLA-Desarrollo-Monitor-60-BACKUP20130308/BDLA-Desarrollo-Monitor-60-BACKUP20130308.vmdk
